,duration,end_of_fade_in,key,loudness,mode,start_of_fade_out,tempo,time_signature,artist_name,title,e_billboard
21425,194.01098,0.169,6,-12.149,1,190.508,85.429,4,The All Seeing I,Mary,0.0
21426,323.3171,0.125,9,-5.097,0,314.793,128.101,4,Swingfly,Singing That Melody (Agent X Extended Mix),0.0
21427,338.12853,0.0,0,-13.396,1,333.996,118.561,1,Deep Dive Corp,Trippin',0.0
21428,220.05506,0.212,7,-7.313,1,202.106,178.23,4,23 Skidoo,"Ethics (7"" 45)",0.0
21429,257.07057,0.226,3,-4.768,0,248.61,134.476,4,Craig David,My First Love,0.0
21430,273.73669,0.0,2,-18.916,1,247.978,120.189,1,Vasco Rossi,(Per Quello Che Ho Da Fare) Faccio Il Militare,0.0
21431,322.45506,0.172,3,-7.23,1,300.629,110.045,4,Marco Masini,Bella Stronza,0.0
21432,258.35057,0.212,7,-8.368,0,251.977,136.834,1,Love Grocer,In Like A Lion,0.0
21433,284.36853,0.531,4,-7.142,1,274.216,160.315,4,John Popper,In The Midst,0.0
21434,158.82404,0.0,5,-16.226,1,151.11,162.182,4,Frank Frost,Undertaker,0.0
21435,373.78567,0.0,0,-8.62,1,370.91,141.979,4,Kassav',Mwin Malad Aw,0.0
21436,239.82975,0.0,2,-7.128,1,221.263,173.815,4,Daara J / China,Hip Hop Civilization,0.0
21437,205.21751,0.235,1,-5.158,1,200.522,165.076,4,Edison Glass,Forever (A Burn Or A Shiver Album Version),0.0
21438,170.00444,0.392,7,-11.656,1,162.36,111.869,4,Peggy Lee,Talk To Me Baby,0.0
21439,290.79465,5.909,7,-11.376,1,274.646,88.981,4,Wayne Watson,We Belong To Him (LP Version),0.0
21440,336.8224,0.0,8,-7.318,0,336.822,142.946,4,Aria,Oskolok L'da,0.0
21441,190.06649,0.0,7,-3.941,0,181.452,100.062,4,Die Kleinen Götter,Manifest,0.0
21442,213.68118,0.0,5,-7.62,1,198.983,95.911,4,Lawless Element,Higher,0.0
21443,305.29261,5.416,2,-13.467,0,300.1,102.097,4,David Meece,Going Home (Once In A Lifetime Album Version),0.0
21444,291.68281,0.0,7,-9.711,1,272.701,95.198,4,Percy Sledge,My girl,0.0
21445,709.61587,16.399,4,-15.033,1,679.857,142.851,1,Shajan,Journey to the Heart,0.0
21446,252.76036,23.197,10,-6.167,1,248.988,120.103,4,The Human Abstract,Procession Of The Fates,0.0
21447,530.85995,2.653,4,-5.859,0,530.86,168.718,1,Turing Machine,Synchronicity III,0.0
21448,213.65506,0.0,7,-11.043,1,206.036,114.58,4,Mumiy Troll,Sluchainosti / Chances,0.0
21449,385.90649,0.0,7,-13.625,1,375.548,124.993,4,Oscar G,Back To You (Armand Pena's Miami Mob Mix),0.0
21450,149.08036,0.0,6,-6.058,0,149.08,85.356,4,Agnostic Front,Peace,0.0
21451,264.75057,0.068,3,-17.581,1,260.981,103.419,5,Geri Allen,In The Middle,0.0
21452,121.75628,0.0,3,-22.068,1,118.869,133.89,5,The Irish Tenors,Believe Me,0.0
21453,366.2624,0.087,7,-8.156,1,330.066,129.951,7,Immolation,Son Of Iniquity,0.0
21454,263.18322,1.24,9,-7.76,1,249.847,138.891,4,Deluxe,Mejor,0.0
21455,228.96281,0.2,8,-3.418,0,220.34,146.015,4,Sturm und Drang,Learning To Rock,0.0
21456,338.85995,0.311,0,-26.597,1,330.977,68.462,4,Bobby McFerrin;The Saint Paul Chamber Orchestra,Eine kleine Nachtmusik_ K.525/II. Romance. Andante,0.0
21457,469.13261,2.467,11,-8.864,0,466.204,127.988,4,Fused,Terror,0.0
21458,303.82975,0.223,8,-11.797,1,295.625,73.05,7,Tony Bennett,I Remember You,0.0
21459,210.25914,0.148,2,-6.648,1,200.017,128.976,4,The Mighty Lemon Drops,Beautiful Shame,0.0
21460,52.53179,0.264,2,-10.144,1,52.532,69.226,4,Jenny Piccolo,Six,0.0
21461,282.06975,0.224,9,-8.01,0,272.916,109.96,4,Jah Legacy,Looking for joy,0.0
21462,219.27138,3.094,5,-10.872,1,214.605,162.208,4,the apartments,I'm fucking wet,0.0
21463,226.97751,0.264,0,-8.615,1,214.756,114.467,4,Eva Dahlgren,Väntar Mig Brunt,0.0
21464,234.89261,0.114,4,-7.097,1,229.541,107.501,5,Satan's Pilgrims,Ragtop,0.0
21465,85.13261,3.065,7,-11.241,1,85.133,130.828,1,Ike Turner,Back At The Chicken Shack,0.0
21466,259.36934,0.229,7,-7.991,0,253.608,112.784,1,Shalamar,I Can Make You Feel Good,0.0
21467,141.42649,0.096,0,-4.578,1,137.265,135.988,5,The Exit Strategy,Addition by Subtraction,0.0
21468,120.39791,0.177,4,-4.541,1,116.471,104.536,4,Puffball,Surrender To Sin,0.0
21469,248.89424,0.204,8,-14.211,1,230.005,225.413,3,Wanda Sá,O Mundo É Um Moinho,0.0
21470,166.05995,0.0,7,-9.245,1,152.642,251.287,3,Cristy Lane,Tennessee Waltz (23 Millennium Classics Album Version),0.0
21471,221.70077,0.0,11,-6.117,0,218.308,115.051,4,Music Makers,Por Debajo De Tu Cintura,0.0
21472,191.9473,0.398,7,-15.022,1,185.08,75.4,3,Nat King Cole,Teach Me Tonight (2001 Digital Remaster),0.0
21473,160.02567,0.218,0,-4.865,1,151.551,88.289,4,Michael Salgado,A Punto de Perder,0.0
21474,78.39302,2.653,6,-11.452,1,61.417,120.112,3,Mothboy,Archives On Fire,0.0
21475,249.73016,0.0,10,-5.846,0,232.995,152.547,4,Adriana Evans,Love Me On The One,0.0
21476,189.23057,1.033,9,-27.605,0,177.609,116.393,1,Massimiliano Damerini,Allegro D 277 A In A Minor: First Version Of The Minuetto Of The Sonata D 279,0.0
21477,95.9473,0.0,2,-23.792,0,95.947,139.631,3,Choir & Orchestra Of The Civic Opera Of Dallas_ Maria Callas_ Jon Vickers_ Teresa Berganza,Medea: Neris_ che hai fatto,0.0
21478,278.25587,0.816,4,-10.011,1,273.816,106.467,4,Jetboy,Bullfrog Pond,0.0
21479,298.91873,0.729,9,-7.726,0,286.308,95.002,4,Kirinji,Juuyoji Sugi no Kagerou,0.0
21480,251.79383,0.0,7,-7.219,1,226.157,94.075,4,Obie Bermudez,Chapulín,0.0
21481,197.85098,0.148,6,-14.435,1,193.097,173.498,4,Jimmie Rodgers,The Carter Family And Jimmie Rodgers In Texas,0.0
21482,216.842,3.216,10,-5.667,0,216.842,91.115,4,Truth Hurts,Grown,0.0
21483,191.84281,0.467,9,-6.62,0,182.033,88.008,4,Outformation,Edgewater,0.0
21484,70.5824,0.241,2,-23.622,1,63.942,170.561,1,St. Vincent,We Put A Pearl In The Ground,0.0
21485,247.30077,2.194,7,-4.108,1,240.953,89.995,4,Despistaos,Tu barco de papel,0.0
21486,234.16118,0.09,7,-8.404,1,220.056,85.97,4,The Albion Band,Ken's Hornpipe,0.0
21487,170.13506,0.172,11,-4.809,1,161.849,193.665,4,Argy Bargy,Hooligan's Heaven,0.0
21488,105.01179,0.0,4,-12.962,0,100.513,124.449,4,Bruno Nicolai,Una Banda,0.0
21489,387.76118,5.143,9,-14.063,0,374.573,154.034,4,Lo Fidelity All stars,One mans fear another mans high,0.0
21490,445.75302,0.0,9,-7.344,1,445.753,139.914,4,Avancada,Liquid Nite,0.0
21491,281.70404,0.067,0,-4.69,1,281.704,96.017,4,Daddy Yankee,Todos Quieren A Raymond,0.0
21492,198.3473,0.0,1,-10.283,1,186.903,134.062,4,Phyllis Nelson,Never Love A Rock Star,0.0
21493,224.62649,1.025,6,-5.043,0,224.626,141.933,5,Sleepytime Gorilla Museum,Phthisis,0.0
21494,439.58812,0.616,7,-34.388,1,427.497,166.774,1,Gabriel Yared,The English Patient - Convento Di Sant Anna,0.0
21495,200.33261,0.171,7,-5.58,1,192.749,137.811,4,Flink,Telescope,0.0
21496,253.04771,0.311,0,-9.359,1,236.443,139.944,4,U Brown,Blow Brother Joe (2002 Digital Remaster),0.0
21497,415.45098,0.0,7,-6.328,0,404.979,121.844,3,Lower Forty-Eight,Slay Tracks,0.0
21498,358.84363,0.0,5,-9.575,1,335.029,134.55,1,Chad Smith's Bombastic Meatbats,Night Sweats,0.0
21499,211.85261,0.0,7,-5.297,1,205.711,189.218,4,Yellowman,Under Mi Fat Thing,0.0
21500,140.66893,2.183,2,-17.109,1,127.588,99.972,4,Agnetha Fältskog,Alla färger,0.0
21501,212.71465,4.481,9,-9.151,1,200.26,95.134,5,Senser,Looking Down the Barrel of a Gun (Live Recording @ Reading University),0.0
21502,169.19465,0.368,8,-8.51,0,159.3,126.783,4,Racetrack Babies,The Love,0.0
21503,239.43791,0.514,10,-15.794,1,231.416,57.489,1,Julie Andrews,The Kerry Dance,0.0
21504,283.95057,0.0,11,-14.361,1,273.653,101.117,4,zero dB,Know What I'm Sayin',0.0
21505,229.48526,0.235,0,-17.289,1,220.688,80.915,4,Val Doonican,Somewhere Out There,0.0
21506,235.49342,0.409,1,-9.652,1,225.245,168.034,3,Diomedes Diaz;Juancho Rois,El Parquecito,0.0
21507,232.61995,0.102,9,-6.381,1,223.724,155.144,4,Tasavallan Presidentti,Obsolete machine,0.0
21508,84.13995,0.0,9,-6.254,1,84.14,105.256,1,The Forms,Stel II,0.0
21509,211.48689,6.629,8,-14.114,0,195.303,109.934,4,Ashley Best,Heal You (Chicago Barista),0.0
21510,270.602,0.618,10,-9.737,0,261.37,213.713,4,Bembeya Jazz National,Camara Mousso,0.0
21511,342.36036,9.038,9,-10.907,1,314.95,139.675,4,Here And Now,Nearer Now - Original,0.0
21512,212.4273,0.0,1,-5.745,0,212.427,107.11,4,Mexican Institute of Sound,Karate Kid 2,0.0
21513,310.25587,2.537,2,-13.394,1,310.256,104.336,4,Dangerous Toys,Angel 'N. U.,0.0
21514,62.35383,2.421,0,-10.889,0,56.697,73.374,4,Schneider Tm,S'Kcorratiug,0.0
21515,79.3073,0.102,11,-16.133,0,79.307,97.807,4,Coleman Hawkins,Some Of These Days,0.0
21516,260.54485,0.0,8,-4.359,1,256.29,106.166,5,Cattle Decapitation,Suspended In Coprolite,0.0
21517,78.21016,0.165,5,-13.172,1,71.819,94.823,5,Rory Block,Guitar Ditty 1,0.0
21518,260.80608,3.019,8,-9.285,1,250.781,98.444,3,Steinwolke,Nige Nige,0.0
21519,543.242,206.129,0,-6.713,1,522.461,0.0,0,Giant Drag,Shine_ Shine_ Shine / Mongo_ Mongo,0.0
21520,247.50975,0.479,2,-11.963,1,234.156,132.111,4,Stacy Lattisaw,Don't Throw It All Away,0.0
21521,301.40036,0.0,8,-4.811,1,292.374,97.854,4,Pat Travers,Oh Pretty Woman,0.0
21522,213.4722,0.166,2,-9.859,1,209.322,120.247,4,Silvain Vanot,Le Reste De Mon Âge,0.0
21523,324.57098,0.0,9,-4.658,0,305.267,127.98,4,Egor Boss,Xtc Music (Andi Vax Remix),0.0
21524,245.96853,4.046,9,-24.966,0,233.767,159.699,4,Chezidek,Harvest Time,0.0
21525,336.32608,4.296,6,-8.293,1,320.807,81.257,4,Ugly Kid Joe,Slower Than Nowhere,0.0
21526,249.05098,0.363,1,-7.758,0,246.973,93.019,4,Mzuri Sana,Definição (Part. Especial Iggor Cavalera & Rappin' Hood),0.0
21527,311.87546,0.0,0,-7.628,1,304.036,85.11,4,Isobella,Great Northern,0.0
21528,110.91546,0.218,4,-6.144,1,103.166,118.201,4,Red London,Janie Jones,0.0
21529,137.27302,3.088,2,-19.717,1,126.595,68.953,3,Judy Collins,Battle Hymn of the Republic,0.0
21530,455.10485,0.0,1,-8.341,1,451.013,128.005,4,Transmotion,Street Tune,0.0
21531,317.962,0.0,11,-5.736,0,310.207,116.246,4,Medina Azahara,Hijos Del Agobio,0.0
21532,120.68526,3.437,11,-6.835,1,120.685,134.468,4,Dayglo Abortions,I Do The Best That I Can,0.0
21533,291.00363,0.0,4,-6.033,1,288.09,222.142,4,Brooklyn Funk Essentials,I Got Cash,0.0
21534,159.50322,0.0,6,-20.976,1,152.131,87.197,3,Jerry Butler,Thanks To You - Original,0.0
21535,180.6624,0.322,0,-19.117,1,175.909,118.687,4,The Session,The Sting,0.0
21536,324.44036,0.0,9,-6.5,0,310.747,140.041,4,Ariel,Les sorcières,0.0
21537,423.3922,0.461,7,-7.255,1,416.659,139.982,4,Frank Raven,Friends,0.0
21538,315.84608,0.0,3,-7.341,1,312.57,120.298,3,Stars,What The Snowman Learned About Love,0.0
21539,51.35628,2.519,3,-15.186,1,51.356,95.655,4,Headnodic,Curtain,0.0
21540,282.46159,0.0,9,-11.385,0,274.048,116.633,4,Spinal Tap,Christmas With The Devil,0.0
21541,226.5073,0.352,4,-7.88,1,203.36,124.044,4,Lynda,Amar Asi,0.0
21542,314.40934,0.258,7,-12.262,1,299.311,63.117,3,Hellsongs,We'Re Not Gonna Take It,0.0
21543,300.40771,0.0,0,-4.327,1,300.408,127.971,4,Airi L,Single Ladies (Put A Ring On It) (Power Remix),0.0
21544,207.67302,0.201,6,-8.209,0,195.622,95.843,3,Wax,En sens inverse,0.0
21545,194.55955,2.49,2,-5.698,1,191.646,175.009,4,Seguridad Social,Calavera,0.0
21546,296.46322,0.676,11,-10.969,0,275.801,210.45,3,Gino D'Auri,Cadiz Y Badajoz (Tanguillas),0.0
21547,296.22812,0.0,7,-12.897,1,285.454,105.191,4,Wendy & Lisa,Light,0.0
21548,289.56689,0.978,11,-3.243,1,284.363,131.699,5,Jesus Jones,Info Sicko,0.0
21549,258.69016,0.229,7,-11.736,1,245.986,72.264,4,Maria Taylor,Small Part of Me,0.0
21550,255.03302,0.0,1,-4.156,1,251.635,97.998,4,2Pac featuring Val Young,Hellrazor,0.0
21551,187.55873,0.096,6,-8.145,0,177.104,75.92,4,The Delfonics,Baby I Love You,0.0
21552,237.322,0.136,11,-7.474,1,229.721,116.988,5,Angela Johnson featuring Tricia Angus,Not The One,0.0
21553,176.74404,0.201,9,-8.955,0,166.917,161.686,4,Alicia Keys,Nobody Not Really (Interlude),0.0
21554,125.28281,0.206,4,-8.02,1,119.356,71.987,4,Bob Rivers,Free As A Turd (LP Version),0.0
21555,176.71791,0.0,9,-3.447,1,171.398,77.716,4,Glassjaw,Pink Roses (Album Version),0.0
21556,244.68853,0.0,7,-12.095,1,238.55,177.927,4,Caroline Loeb,Crime Parfait,0.0
21557,235.41506,0.334,10,-12.116,1,229.425,146.047,4,Gandalf,Barakaya -1-,0.0
21558,700.52526,0.34,8,-13.154,0,693.092,147.562,3,Baba Bulleh Shah,Choonghat Ohle Na Luk Sajna,0.0
21559,217.83465,0.0,1,-5.242,0,214.396,153.902,4,Bigwig,Rat Race,0.0
21560,377.33832,7.204,7,-20.872,1,350.238,142.467,7,Constance Demby,Ocean Of Life,0.0
21561,261.0673,0.0,1,-2.727,1,254.717,114.372,5,Federation,Donkey (explicit),0.0
21562,330.31791,0.0,6,-5.294,1,314.926,129.993,4,Betül Demir,Bir Ara,0.0
21563,375.35302,0.0,11,-6.374,0,361.395,137.881,4,Highpersonic Whomen,In The Moment,0.0
21564,249.20771,0.0,7,-6.476,1,242.567,109.273,5,Gatas Parlament,Sådan Er Kapitalismen,0.0
21565,304.74404,0.253,5,-11.696,0,289.025,161.712,4,Vicky Leandros,Thelo Na Zisoume Mazi (I Want To Know What Love Is),0.0
21566,299.51955,1.368,10,-19.68,0,286.279,82.126,5,The Peärls Before Swïne Experience,Pärlspelet (The Glass Bead Game) with Electronics,0.0
21567,410.69669,0.0,6,-5.07,0,401.92,86.089,7,Authority,The pain,0.0
21568,268.43383,11.047,11,-10.507,0,253.515,144.013,3,A Perfect Circle,3 Libras (Feel My Ice Dub),0.0
21569,265.482,0.114,1,-8.043,1,257.457,99.028,4,The Gift,Nice And Sweet,0.0
21570,192.67873,0.0,5,-11.36,1,187.292,117.816,4,The Murmaids,Just One Look,0.0
21571,288.86159,3.106,9,-21.987,1,275.661,89.191,5,Party Day,Opium Gathering,0.0
21572,158.14485,4.76,4,-16.479,0,147.83,139.329,4,Antonio Infantino e i Tarantolati di Tricarico,Follie del Divino Spirito Santo,0.0
21573,93.83138,0.098,2,-11.781,0,93.831,86.142,1,Alexandre Desplat,Largo Jumps,0.0
21574,456.80281,0.171,1,-9.134,0,439.832,161.942,4,Angus & Julia Stone,Yellow Brick Road,0.0
21575,289.72363,0.334,2,-22.097,0,281.646,105.205,3,Mike Batt,Irish Peace (Album Version),0.0
21576,139.49342,0.0,8,-11.141,1,137.433,106.593,4,Porter Wagoner,Tell Her Lies And Feed Her Candy,0.0
21577,185.88689,0.097,7,-3.68,1,180.82,123.055,4,All Time Low,Poppin' (Video Mix),0.0
21578,267.88526,0.496,1,-6.212,1,261.59,177.181,1,Canvas Solaris,Spheres in Design,0.0
21579,160.91383,0.092,3,-14.001,1,148.155,100.386,7,Alvino Rey And His Orchestra,Deep In The Heart Of Texas,0.0
21580,201.63873,0.932,9,-7.354,0,188.546,89.131,4,Gwen McCrae,Rockin' Chair,106.0
21581,66.06322,0.0,9,-11.817,1,60.877,152.547,3,Patton Oswalt,Bubble of Sanity (Album),0.0
21582,211.90485,3.303,7,-10.319,1,203.802,73.958,4,T. Graham Brown,The Power Of Love,0.0
21583,229.01506,0.0,7,-4.824,1,229.015,159.805,5,John Fogerty,Rambunctious Boy,0.0
21584,285.28281,0.0,7,-5.565,1,271.319,146.934,4,Elio E Le Storie Tese,T.V.U.M.D.B.,0.0
21585,156.23791,0.461,4,-17.905,1,147.278,87.952,3,Melba Montgomery,We Must Have Been Out Of Our Minds,0.0
21586,351.34649,0.99,5,-10.349,1,348.949,112.795,1,Jeff Beck Group,New ways Train Train,0.0
21587,241.29261,0.125,2,-8.929,1,237.883,170.099,4,André van Duin,De Eerste Kerstdag Medley (4:01),0.0
21588,97.04444,0.0,5,-7.463,0,97.044,145.123,5,Bonobo,Flutter,0.0
21589,316.49914,3.657,2,-12.406,1,286.267,155.82,4,Fito Paez,Hazte Fama,0.0
21590,216.31955,0.753,5,-4.849,0,202.71,90.996,4,DJ Khaled,Rep My City (feat. Pitbull & Jarvis),0.0
21591,222.53669,0.089,9,-7.636,1,211.046,92.016,4,Tre Allegri Ragazzi Morti,Puoi dirlo a tutti,0.0
21592,204.64281,0.0,2,-8.15,1,200.998,115.994,3,Mercedes Castro,Las Nubes,0.0
21593,212.1922,0.351,2,-9.038,0,205.317,110.163,4,Traumpiloten,Tage Aus Gold,0.0
21594,274.33751,0.322,10,-6.597,1,271.018,96.733,4,The Jacka Feat. J Stylin & Dub 20,Never Blink,0.0
21595,127.45098,0.543,2,-11.202,1,127.451,105.946,4,Syd Barrett,Waving My Arms In The Air (2001 Digital Remaster),0.0
21596,213.60281,0.357,9,-11.949,1,198.397,130.517,4,Little Willie Anderson,Been Around,0.0
21597,340.1922,0.937,0,-6.336,0,332.608,130.005,4,Rupaul,Are You Man Enough? (Joe Carrano Big Room),0.0
21598,261.92934,2.426,6,-5.879,0,255.367,135.702,3,Tam Tam Go!,Atrapados En La Red,0.0
21599,166.1122,0.0,11,-4.985,0,157.82,150.228,4,Bun B + M2,GANGSTA SHIT ,0.0
21600,212.06159,0.27,0,-10.809,0,199.581,93.619,4,Spectacular,Ground Zero,0.0
21601,298.94485,0.102,4,-7.776,0,287.434,115.631,4,Wayman Tisdale,In The Zone,0.0
21602,697.57342,0.0,8,-8.844,1,694.869,130.992,4,Jimi Hendrix,Red House,0.0
21603,226.55955,0.411,2,-7.762,1,215.011,86.49,3,Admiral Freebee,Trying To Get Way,0.0
21604,225.41016,0.421,0,-8.571,0,218.674,85.826,4,Onyx,OnyxDomain.Com,0.0
21605,248.89424,0.061,0,-4.29,1,236.373,114.183,4,Los Van Van,Mi Chocolate,0.0
21606,444.49914,2.409,9,-17.588,1,437.476,156.874,4,Weather Report,Jungle Book,0.0
21607,279.71873,0.311,1,-11.164,1,267.18,121.143,4,E.T.A.,Massive Stoned,0.0
21608,301.11302,0.0,0,-20.021,1,288.235,61.478,5,Nanette Natal,It's Only a Tune,0.0
21609,303.93424,0.427,1,-14.744,1,291.846,117.985,4,Rip Van Hippy,Metaworld,0.0
21610,228.8322,0.218,2,-18.549,1,220.299,159.99,1,Pentangle,The Trees They Do Grow High,0.0
21611,224.83546,5.184,10,-19.512,0,210.158,97.153,4,Jimmy Riley,I Don't Blame,0.0
21612,352.46975,6.74,9,-12.801,0,325.869,112.361,4,Bergen Big Band,Herre Gud Ditt Dyre Namn Og Ære,0.0
21613,219.01016,0.0,0,-10.76,1,219.01,128.441,1,The Staple Singers,Heavy Makes You Happy (Sha-Na-Boom Boom),86.0
21614,230.19057,0.264,10,-14.644,1,221.147,79.446,3,Quadro Nuevo,Firenze sogna,0.0
21615,165.45914,0.0,1,-5.889,1,161.146,96.013,4,PROKID,Iqiniso,0.0
21616,223.99955,2.409,10,-12.918,0,211.76,141.709,4,Laura Branigan,Breaking Out,0.0
21617,264.69832,0.427,3,-11.148,1,253.736,98.817,5,Doug Ploss,Nothing But The Blood,0.0
21618,422.55628,0.0,0,-8.016,1,392.319,127.105,4,G-Pal,Ioannis & Maria,0.0
21619,55.06567,0.0,1,-15.232,1,51.003,172.078,1,Cosmik Connection,Abstract,0.0
21620,227.36934,0.282,0,-21.714,1,221.455,98.453,4,Orquesta Aragon,Guantanamera,0.0
21621,237.60934,0.542,0,-16.317,0,231.607,85.748,4,Garnet Silk_ Sharon Forrester,Friend & Lover,0.0
21622,372.45342,5.393,10,-8.869,0,364.6,121.991,4,Asha Bhosle,Jaana Jaan (Jawani Diwani),0.0
21623,479.99955,0.0,1,-9.951,1,477.362,136.006,4,Steve Brian,Starlight,0.0
21624,218.77506,0.305,2,-6.719,1,204.69,129.975,4,PATY CANTU,Sólo Por Estar,0.0
21625,393.27302,0.247,11,-6.954,0,383.025,159.931,4,Proficy,Movin (feat. Equipto_ Berner_ Gas Mask Colony_ Tha Made & Don Toniano) (Bonus Track),0.0
21626,257.43628,5.683,4,-7.54,1,246.108,112.527,3,Cary Brothers,Blue Eyes,0.0
21627,209.24036,0.508,1,-4.789,1,202.612,143.879,4,Sam Beeton,Mocha Mocha,0.0
21628,220.49914,2.09,4,-6.293,0,210.442,122.82,4,The Coral,Williow Song,0.0
21629,79.80363,0.171,5,-15.253,0,79.804,74.534,3,Zero 7,Left Behind [Album Version],0.0
21630,160.36526,0.0,7,-6.49,1,150.047,105.999,4,Blackmore's Night,I Saw Three Ships,0.0
21631,310.41261,0.113,4,-6.729,0,303.578,164.025,4,Rico Pabón,10 Jobs,0.0
21632,286.56281,0.0,1,-4.257,0,283.719,107.987,4,Blowoff,Lemonade,0.0
21633,172.82567,0.136,10,-10.96,1,164.072,143.366,4,Sound Dimension,Doctor Sappa Too,0.0
21634,213.73342,0.0,2,-4.703,0,205.949,170.09,4,Xavier Caféïne,Gisèle,0.0
21635,189.85751,0.421,7,-8.275,1,181.0,104.167,4,Jay Pérez,Es Mi Amor,0.0
21636,317.70077,0.107,11,-5.074,0,305.847,131.947,4,Badly Drawn Boy,Nothing's Gonna Change Your Mind,0.0
21637,217.80853,0.364,1,-7.814,1,217.809,112.986,4,Elva Hsiao,Thriller MJ Legend,0.0
21638,238.2624,0.131,10,-7.621,0,226.731,90.982,4,Frank McComb,(They're Gonna Be) Looking At You,0.0
21639,227.73506,0.426,2,-6.4,1,214.779,131.019,1,La Rabia Del Milenio,Mañana Es Hoy,0.0
21640,210.1024,0.0,4,-8.316,0,197.521,179.519,4,Alejandra Guzman,Volare,0.0
21641,355.44771,0.0,8,-3.492,1,349.124,69.985,1,SPL,Resurrection,0.0
21642,333.06077,0.096,7,-4.373,1,315.484,123.081,3,Ava Inferi,The Abandoned,0.0
21643,152.97261,0.0,8,-19.656,1,143.494,142.829,3,Ani DiFranco,Coming Up,0.0
21644,367.51628,0.0,6,-9.5,0,353.501,96.219,4,Beardfish,Cashflow,0.0
21645,286.4322,0.061,0,-14.143,1,275.638,105.425,3,Montt Mardie,Castle In The Sky Feat. Jens Lekman,0.0
21646,321.82812,0.537,3,-12.854,1,310.619,108.909,5,Lee Morgan,What Now My Love (2004 Digital Remaster),0.0
21647,412.60363,2.13,9,-11.398,0,377.882,87.65,5,Cold Blood,Funky On My Back (LP Version),0.0
21648,165.51138,3.303,1,-7.084,1,159.167,236.1,4,Charizma,Emily (80ths Beat Remix),0.0
21649,127.92118,0.219,5,-3.843,1,124.68,126.48,1,Adrenalin O.D.,Velvet Elvis,0.0
21650,133.92934,0.189,9,-15.07,1,126.044,80.283,4,Giant Sand,Welcome to My World,0.0
21651,480.28689,3.32,10,-11.608,0,440.633,117.382,4,Johan Ekman,Reniscence,0.0
21652,76.40771,0.0,7,-20.594,1,76.408,77.014,1,Mandy Patinkin,I Wish I Knew  (LP Version),0.0
21653,276.32281,0.27,8,-8.862,0,266.536,121.487,3,Orange Blue,Guilty,0.0
21654,250.98404,2.154,7,-12.35,1,235.63,154.034,4,Laura Branigan,Show Me Heaven  (LP Version),0.0
21655,137.74322,0.276,7,-7.103,1,134.774,106.823,4,Cowboy Copas,Alabam,50.0
21656,321.61914,0.571,4,-3.376,1,302.719,150.004,3,Glorior Belli,Once in a Blood Red Moon,0.0
21657,347.01016,0.0,6,-4.659,0,333.084,105.023,4,The Crüxshadows,Afterall,0.0
21658,266.762,0.148,9,-11.277,1,255.756,85.684,4,Morella's Forest,Star Gazer,0.0
21659,249.41669,0.306,2,-9.832,1,242.155,87.906,4,Todd Wolfe Band,Wing of a Dove,0.0
21660,301.5571,0.252,6,-10.457,1,284.566,89.604,4,Billy Preston,You And I (Duet),0.0
21661,213.78567,4.429,3,-6.581,1,205.636,154.315,3,Askil Holm,Town On Fire,0.0
21662,121.49506,0.56,2,-10.674,1,109.14,224.791,7,Francis Lai,Proserpine,0.0
21663,133.92934,0.223,10,-11.703,1,126.026,134.487,4,Margie Bermejo,Postludio,0.0
21664,238.34077,0.101,9,-9.65,0,227.718,76.034,4,Vandera,The Soundtrack Of My Life,0.0
21665,310.36036,0.129,7,-23.552,1,305.888,80.761,4,Michael Whalen,Lost On The Plains,0.0
21666,198.68689,0.154,7,-11.507,1,189.864,130.504,3,Diamond Rio,Demons And Angels,0.0
21667,303.15057,0.543,9,-8.078,0,294.452,89.024,3,HIM,The Path,0.0
21668,207.01995,0.0,2,-9.528,1,195.123,100.537,4,Pablo Moses,I Want to Be With You,0.0
21669,415.05914,0.218,9,-9.248,0,408.358,126.984,4,Sharooz,Seventh Sense,0.0
21670,210.83383,0.276,5,-11.494,1,200.748,145.682,4,Chris Cain,Pick Up The Tab,0.0
21671,294.26893,0.572,11,-8.5,1,290.987,91.505,4,Bebe And Cece Winans Featuring MC Hammer,The Blood,0.0
21672,184.68526,0.444,10,-11.012,0,174.08,41.748,4,Sarah Vaughan,Street Of Dreams,0.0
21673,231.13098,3.651,4,-10.322,0,223.231,182.695,4,The Pain Machinery,Outbreak,0.0
21674,161.04444,0.152,11,-13.653,1,142.954,112.429,4,Rockettothesky,I Stepped On A Tootbrush,0.0
21675,211.33016,0.0,4,-10.952,0,207.726,95.666,5,Yami Bolo,Trample,0.0
21676,93.1522,0.0,4,-6.746,0,88.752,135.058,1,Dan Sartain,Lonely Hearts,0.0
21677,221.46567,0.41,5,-5.568,0,212.857,136.01,1,Gwen Stefani,What You Waiting For?,74.0
21678,274.59873,0.299,2,-5.131,1,268.701,115.977,4,Thomas Godoj,Helden gesucht,0.0
21679,750.96771,4.54,1,-8.766,1,722.744,124.129,4,Sascha Funke,Hallo & Hurra,0.0
21680,422.08608,16.475,6,-11.348,1,411.643,124.996,4,Miss Jools,Que Me Levante,0.0
21681,243.87873,0.0,6,-6.017,0,230.853,92.159,4,Spice 1 Featuring Too $hort & Ice T,Recognize Game,0.0
21682,189.04771,0.398,5,-6.083,1,184.784,95.396,1,Cola,No Shame,0.0
