,danceability,duration,end_of_fade_in,energy,key,loudness,mode,start_of_fade_out,tempo,time_signature,artist_familiarity,artist_hotttnesss,artist_latitude,artist_location,artist_longitude,artist_name,release,song_hotttnesss,title,year
436700,0.0,327.20934,0.265,0.0,7,-11.46,1,318.125,103.038,4,0.654215192837,0.439107778089,,"Lyallpur, Pakistan",,Ustad Nusrat Fateh Ali Khan,Wohi Khuda Hai Vol. 57,,Sitaro Tum To So Jao,0
436766,0.0,214.69995,0.0,0.0,2,-4.259,0,207.383,86.986,4,0.860508702678,0.778894735062,49.26044,"Hanna, Alberta, Canada",-123.11403,Nickelback,All The Right Reasons,,Next Contestant (Album Version),2005
437140,0.0,410.8273,0.0,0.0,5,-8.229,1,408.079,138.038,4,0.8650215115,0.916053228284,,,,Coldplay,Live 2003,0.564934172583,A Rush Of Blood To The Head (Live In Sydney),2003
437219,0.0,298.26567,0.152,0.0,7,-11.878,1,281.844,119.786,4,0.865136020736,0.687590402495,,"London, England",,Queen,A Day At The Races,0.686875171383,White Man (1993 Digital Remaster),1976
437991,0.0,251.76771,0.142,0.0,0,-6.131,1,248.053,138.408,1,0.691133728644,0.53105019318,,"New Orleans, LA",,Harry Connick_ Jr.,She,0.502211220551,Here Comes The Big Parade,1994
438099,0.0,245.9424,0.478,0.0,7,-9.529,1,236.971,139.756,4,0.855245195586,0.899991594263,,,,Michael Jackson,Anthology: The Best Of  Michael Jackson,,To Make My Father Proud,1984
439025,0.0,212.55791,2.374,0.0,4,-6.445,1,208.724,166.858,4,0.823688062527,0.807587096405,,"Freehold, NJ",,Bruce Springsteen,Tracks,,Seaside Bar Song,1998
439756,0.0,263.81016,3.907,0.0,9,-7.06,1,255.28,141.22,4,0.827357260054,0.749062406112,,"Madrid, Spain",,Enrique Iglesias,Enrique Iglesias,0.468181070918,Si Juras Regresar,1995
440074,0.0,183.17016,0.386,0.0,7,-11.553,1,174.266,185.333,4,0.814829656133,0.776037656053,51.50632,"London, England",-0.12714,The Rolling Stones,12 x 5,0.633254321694,Around And Around,1964
440166,0.0,256.36526,0.171,0.0,7,-5.223,1,248.21,106.046,4,0.823670602715,0.838095532425,,"Freehold, NJ",,Bruce Springsteen,Waitin' On A Sunny Day,,Waitin' On A Sunny Day,2002
440560,0.0,272.43057,2.055,0.0,9,-8.242,1,263.21,141.808,1,0.814829656133,0.776037656053,51.50632,"London, England",-0.12714,The Rolling Stones,Exile On Main St,0.735168669263,Rocks Off,1972
440820,0.0,178.72934,0.073,0.0,2,-13.487,0,163.132,79.892,5,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,Charmbracelet,0.621765582518,Sunflowers For Alfred Roy,2002
441151,0.0,323.52608,2.56,0.0,10,-17.059,1,316.378,79.029,5,0.70747876636,0.699277460562,,,,Adam Sandler,What The Hell Happened To Me?,0.41373983586,Do It For Your Mama (Album Version),1996
441240,0.0,266.03057,0.363,0.0,1,-8.672,1,258.514,211.237,7,0.875047712827,0.733839466218,51.50632,"London, England",-0.12714,The Rolling Stones,Voodoo Lounge,,Suck On The Jugular,1994
441624,0.0,320.91383,0.415,0.0,2,-15.744,1,301.093,68.451,1,0.823670602715,0.838095532425,,"Freehold, NJ",,Bruce Springsteen,Greetings From Asbury Park_ N.J.,,Mary Queen Of Arkansas,1973
441939,0.0,217.49506,0.34,0.0,5,-7.18,1,213.252,117.447,1,0.788728730332,0.750949243286,41.08419,"Akron, OH",-81.51406,The Black Keys,Thickfreakness,,No Trust,2003
443197,0.0,86.69995,0.978,0.0,0,-11.611,1,86.7,112.528,1,0.705205403329,0.653512932947,41.26069,"Omaha, NE",-95.93995,Mannheim Steamroller,A Fresh Aire Christmas,,Hark! The Herald Trumpets Sing,1988
444010,0.0,218.48771,0.382,0.0,0,-10.237,1,208.028,78.369,4,0.86652031981,0.766545450757,,,,Michael Jackson,Gold,,Call On Me,1984
444313,0.0,258.58567,0.0,0.0,9,-11.961,1,249.371,101.974,3,0.850789988555,0.838095532425,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,Tracks,,Loose Change,1998
444327,0.0,232.85506,4.011,0.0,6,-3.13,1,214.419,154.012,4,0.847451713218,0.779968004597,49.26044,"Hanna, Alberta, Canada",-123.11403,Nickelback,All The Right Reasons,0.535231023524,Animals [Live In Atlanta],2005
444456,0.0,206.23628,3.698,0.0,3,-22.166,1,203.476,132.068,1,0.691133728644,0.53105019318,,"New Orleans, LA",,Harry Connick_ Jr.,Harry Connick_ Jr.,,On The Sunny Side Of The Street,0
444909,0.0,365.63546,5.677,0.0,0,-6.927,1,344.648,90.939,4,0.929030287441,0.791500972758,54.31407,UK,-2.23001,Muse,Invincible,0.362261497852,Invincible [Live In Milan],0
445515,0.0,176.24771,0.171,0.0,5,-11.769,0,164.96,135.977,4,0.875047712827,0.733839466218,51.50632,"London, England",-0.12714,The Rolling Stones,Aftermath,,It's Not Easy,1966
445764,0.0,225.85424,0.298,0.0,1,-10.194,1,219.69,91.578,4,0.8650215115,0.916053228284,,,,Coldplay,Parachutes,0.846077087891,Sparks,2000
445922,0.0,123.34975,0.0,0.0,7,-19.311,1,123.35,226.179,7,0.644733306197,0.646207352339,41.26069,"Omaha, NE",-95.93995,Mannheim Steamroller,Christmas Live,0.0,Chip's Intro,1997
446244,0.0,203.59791,0.305,0.0,2,-6.945,1,199.535,103.728,4,0.847451713218,0.779968004597,49.26044,"Hanna, Alberta, Canada",-123.11403,Nickelback,The State,0.698075918153,Leader Of Men (Acoustic - 3:23) (Album Version),1999
446426,0.0,339.19955,0.891,0.0,5,-8.062,1,325.3,135.125,4,0.84297210826,0.793412622763,,,,Jason Mraz,Waiting For My Rocket To Come,0.789735985885,Absolutely Zero (LP Version),2002
446457,0.0,297.79546,0.374,0.0,7,-9.955,0,272.591,143.371,4,0.8650215115,0.916053228284,,,,Coldplay,The Blue Room,0.79658451107,Such A Rush,1998
446644,0.0,220.89098,0.27,0.0,1,-4.633,1,209.92,116.33,4,0.86652031981,0.766545450757,,,,Michael Jackson,Off The Wall,0.661933056091,Burn This Disco Out,1979
447076,0.0,206.2624,0.0,0.0,7,-5.221,0,201.822,154.008,4,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,E=MC²,0.634914969748,For The Record,2008
447118,0.0,196.85832,0.253,0.0,11,-4.77,0,189.974,127.907,4,0.737437395434,0.663686475969,,"Charlemagne, Quebec, Canada",,Céline Dion,Taking Chances,0.567184225893,Fade Away,2007
447164,0.0,225.90649,4.679,0.0,6,-10.492,1,203.952,85.022,3,0.827357260054,0.752927890401,,"Madrid, Spain",,Enrique Iglesias,Insomniac,,Little Girl,2007
447257,0.0,239.77751,0.125,0.0,3,-8.699,1,239.778,116.741,4,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,Mariah Carey Mtv Unplugged Ep,,Emotions,1991
447538,0.0,213.89016,0.212,0.0,10,-3.157,0,208.039,90.88,4,0.852136186667,0.780334119573,,"Los Angeles, CA",,Metallica,Garage Inc.,0.747407440134,It's Electric,1998
447547,0.0,165.35465,0.577,0.0,0,-15.986,1,161.03,74.993,3,0.817256939293,0.735208877747,,"Kingsland, AR",,Johnny Cash,Look At Them Beans,,All Around Cowboy,1975
448319,0.0,357.0673,0.177,0.0,9,-12.421,0,345.13,89.121,4,0.70747876636,0.699277460562,,,,Adam Sandler,What's Your Name?,0.400039656955,Red Hooded Sweatshirt (Album Version),1997
448380,0.0,277.75955,0.164,0.0,11,-11.233,1,268.353,110.077,5,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,Various - Michael Parkinson: My Life In Music,0.507669472264,The Way You Look Tonight (Album Version),0
448652,0.0,293.69424,1.267,0.0,7,-8.79,1,278.46,103.475,4,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,Mariah Carey,0.566226760875,There's Got To Be A Way,1990
448763,0.0,154.8273,0.177,0.0,2,-4.35,1,141.311,117.286,4,0.831197177107,0.776167742324,,,,Weezer,Maladroit,0.737600015881,Love Explosion,2002
448856,0.0,191.03302,0.113,0.0,11,-6.047,0,174.753,178.398,4,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,Get Your Number / Shake It Off,0.505487343149,Secret Love,2005
449219,0.0,259.26485,0.0,0.0,11,-8.869,1,243.479,240.197,4,0.929030287441,0.750426551019,54.31407,UK,-2.23001,Muse,Starlight,0.317248313345,Supermassive Black Hole [Phones Control Voltage Remix],0
449325,0.0,181.4722,0.485,0.0,6,-5.046,1,175.613,67.127,1,0.831197177107,0.776167742324,,,,Weezer,Pinkerton,,Tired Of Sex,1996
449680,0.0,245.83791,0.218,0.0,8,-4.211,1,230.65,163.067,4,0.737437395434,0.663686475969,,"Charlemagne, Quebec, Canada",,Céline Dion,One Heart,0.570568776939,Forget Me Not,2003
449766,0.0,544.54812,1.019,0.0,8,-6.459,1,532.596,0.0,3,0.8650215115,0.916053228284,,,,Coldplay,Talk,0.51432973501,Talk (Francois K Dub),2005
450020,0.0,208.19546,0.0,0.0,9,-10.542,1,196.464,64.503,4,0.835271500301,0.7417239014,41.08419,"Akron, OH",-81.51406,The Black Keys,Magic Potion,0.764646217498,You're The One,2006
450286,0.0,237.34812,0.293,0.0,10,-10.484,0,228.003,149.941,3,0.826163133508,0.542922559397,33.24397,"Barnwell, SC",-81.36573,James Brown,The Singles- Vol. 8 1972-1973,,King Heroin,0
450575,0.0,141.71383,0.078,0.0,8,-13.497,1,137.265,85.414,1,0.759912526334,0.673207274956,,Washington,,Ray Charles,Blues Before Sunrise,,Hey Now,0
450751,0.0,97.802,7.117,0.0,1,-18.328,1,97.802,170.503,4,0.432839367307,0.366905852789,,,,John Frizzell,Ghost Ship,,The Ballroom Reverts,2002
451233,0.0,244.29669,0.207,0.0,4,-7.043,1,231.973,120.198,4,0.737437395434,0.70355229842,,"Charlemagne, Quebec, Canada",,Céline Dion,Les Premières Années,0.396905220066,Hymne à l'amitié,1993
451475,0.0,232.6722,0.658,0.0,0,-8.284,1,227.904,64.206,4,0.821841171811,0.840963346455,,British Columbia,,Michael Bublé,Michael Bublé,,Fever (Album Version),2003
451680,0.0,215.562,5.224,0.0,9,-6.76,1,208.881,123.329,1,0.835271500301,0.7417239014,41.08419,"Akron, OH",-81.51406,The Black Keys,Chulahoma,0.730600270785,Meet Me In the City,2006
451705,0.0,240.06485,0.096,0.0,1,-4.913,1,235.299,87.97,4,0.852136186667,0.780334119573,,"Los Angeles, CA",,Metallica,Load,0.753229527069,Poor Twisted Me,1996
451761,0.0,554.89261,3.529,0.0,9,-11.181,1,539.487,133.245,4,0.814829656133,0.735765692951,51.50632,"London, England",-0.12714,The Rolling Stones,Hot Rocks 1964-1971,,Midnight Rambler,1969
451980,0.0,901.82485,0.0,0.0,0,-18.111,1,890.915,56.105,1,0.522860138254,0.388860591568,,,,Ustad Nusrat Fateh Ali Khan,Jani Door Gaye Vol. 7,,Khali Morda Nahin Data Hijveri,0
452076,0.0,302.34077,0.084,0.0,9,-10.49,0,291.004,120.197,4,0.84297210826,0.793412622763,,,,Jason Mraz,Mr. A-Z,0.437909888727,Bella Luna (Album Version),2005
453253,0.0,448.93995,0.154,0.0,5,-18.295,1,430.904,60.77,3,0.644733015933,0.646207352339,41.26069,"Omaha, NE",-95.93995,Mannheim Steamroller,Yellowstone: The Music Of Nature,0.215080318509,Ballade,1989
453353,0.0,155.71546,0.09,0.0,1,-4.589,1,153.391,95.144,4,0.887386080596,0.79114300239,34.05349,"Los Angeles, CA",-118.24532,Linkin Park,Dracula 2000 - Music From The Dimension Motion Picture,0.866865135974,One Step Closer,2000
453712,0.0,676.23138,2.572,0.0,11,-8.513,0,666.802,124.072,7,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,The Remixes,,FANTASY,1995
453765,0.0,298.9971,2.92,0.0,9,-4.941,0,280.834,147.991,4,0.886183647684,0.852677055416,,"St. Joseph, MO",,Eminem,Curtain Call,,Cleanin' Out My Closet,2002
454104,0.0,378.33098,3.065,0.0,11,-15.221,0,372.431,81.672,4,0.826163133508,0.545958551676,33.24397,"Barnwell, SC",-81.36573,James Brown,Get On The Good Foot,,Dirty Harri,0
454951,0.0,211.98322,0.0,0.0,1,-4.733,1,198.832,130.084,4,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,E=MC²,0.671352169034,I Stay In Love,2008
455010,0.0,249.10322,4.296,0.0,2,-21.21,0,235.003,116.253,5,0.817256939293,0.779558979607,,"Kingsland, AR",,Johnny Cash,Johnny Cash Sings The Ballads Of The American Indian:  Bitter Tears,0.539253622041,The Vanishing Race,1964
455237,0.0,238.99383,0.119,0.0,5,-8.812,0,227.672,138.863,3,0.835271500301,0.7417239014,41.08419,"Akron, OH",-81.51406,The Black Keys,Attack & Release,0.793917933871,Lies,2008
455298,0.0,472.78975,0.325,0.0,11,-5.955,0,448.789,129.097,4,0.864160112294,0.712547502552,,"Los Angeles, CA",,Metallica,Garage Inc.,,Loverman,1998
455330,0.0,268.2771,0.0,0.0,0,-16.406,0,268.277,193.881,5,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,Come Fly With Me,0.69172945201,You'll Never Know (Live Version),2004
455347,0.0,254.95465,1.228,0.0,10,-9.009,1,240.605,119.104,4,0.759910245668,0.673207274956,,"Albany, GA",,Ray Charles,Strong Love Affair,,All She Wants To Do Is Love Me  (Album Version),0
455798,0.0,304.43057,2.723,0.0,2,-23.935,1,290.197,70.431,5,0.850789988555,0.838095532425,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,The Collection,0.625802707798,Galveston Bay,1995
455837,0.0,232.75057,0.484,0.0,0,-8.559,0,221.687,120.354,4,0.866519754051,0.766545450757,,,,Michael Jackson,Love's Gone Bad,0.473647421665,Love's Gone Bad,1986
455881,0.0,179.27791,0.259,0.0,7,-7.103,1,170.719,198.828,4,0.70747876636,0.699277460562,,,,Adam Sandler,Stan And Judy's Kid,0.327736683178,Dee Wee (My Friend The Massive Idiot) (Album Version),1999
456662,0.0,204.59057,0.99,0.0,1,-6.212,0,198.206,90.439,4,0.835271500301,0.7417239014,41.08419,"Akron, OH",-81.51406,The Black Keys,Brothers,0.896196170622,Every Lasting Light,2010
456761,0.0,158.74567,3.82,0.0,11,-2.499,0,153.037,147.487,4,0.929030287441,0.791500972758,54.31407,UK,-2.23001,Muse,Supermassive Black Hole,,Crying Shame,0
457177,0.0,198.79138,0.0,0.0,6,-9.324,1,198.791,94.956,4,0.887386080596,0.79114300239,34.05349,"Los Angeles, CA",-118.24532,Linkin Park,Road To Revolution: Live At Milton Keynes,0.606749278567,Pushing Me Away [Live At Milton Keynes],2008
457553,0.0,213.99465,0.0,0.0,11,-7.682,0,213.995,162.022,4,0.842673051097,0.865953237405,,"Atlanta, GA",,T.I.,Urban Legend,0.623793641302,Motivation (Explicit Album Version),2004
457614,0.0,256.44363,0.113,0.0,7,-5.704,1,243.438,156.024,4,0.847451713218,0.779968004597,49.26044,"Hanna, Alberta, Canada",-123.11403,Nickelback,The Long Road,0.755567722272,Feelin' Way Too Damn Good,2003
458235,0.0,347.66322,0.125,0.0,10,-9.736,0,333.264,149.706,4,0.831197177107,0.816312599454,,,,Weezer,Weezer,,Only In Dreams,1994
458275,0.0,459.98975,8.847,0.0,9,-4.126,1,438.416,90.0,4,0.859513992879,0.812307796139,,"Berkeley, CA",,Green Day,American Idiot,0.66593014741,Extraordinary Girl/Letterbomb (Album Version),2004
458498,0.0,224.13016,0.0,0.0,3,-4.675,0,221.78,179.975,4,0.859513992879,0.796139405898,,"Berkeley, CA",,Green Day,Dookie,,Welcome To Paradise (Album Version),1994
458899,0.0,164.70159,0.329,0.0,9,-8.934,1,161.495,124.197,4,0.814829656133,0.741242272469,51.50632,"London, England",-0.12714,The Rolling Stones,OUT OF OUR HEADS,0.717120020515,Mercy Mercy,1990
458948,0.0,750.68036,0.074,0.0,9,-5.293,0,745.912,130.064,4,0.70747876636,0.699277460562,,,,Adam Sandler,Secret,0.0,Secret (Eddie's F**king & Sucking Mix),2004
459128,0.0,267.25832,0.38,0.0,0,-16.451,1,253.841,173.638,4,0.850789988555,0.838095532425,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,Greatest Hits,0.792941440503,Secret Garden,1995
459324,0.0,158.58893,0.0,0.0,9,-7.943,1,145.189,130.29,5,0.831197177107,0.776167742324,,,,Weezer,Maladroit,0.756576045538,Burndt Jamb,2002
459353,0.0,196.362,0.311,0.0,7,-3.178,1,182.962,117.948,4,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,It Had Better Be Tonight - The Remixes,0.531983193341,It Had Better Be Tonight [Meglio Stasera] [Zoned Out Mix],0
459621,0.0,179.40853,0.0,0.0,8,-9.33,1,174.591,108.483,4,0.887566847197,0.761375888915,,"Dublin, Ireland",,U2,Rattle And Hum,,Desire,1988
459630,0.0,226.63791,0.119,0.0,11,-4.207,0,222.25,103.149,4,0.827357260054,0.749062406112,,"Madrid, Spain",,Enrique Iglesias,Greatest Hits,0.685582496045,Don't Turn Off The Lights,2001
459799,0.0,227.3171,0.071,0.0,8,-8.184,1,224.171,118.892,4,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,It's Time,0.796786773986,The More I See You (Album Version),2005
459837,0.0,296.46322,2.572,0.0,0,-12.97,1,286.987,109.461,4,0.843526543333,0.738395223865,,"Dublin, Ireland",,U2,The Joshua Tree,0.530663030144,Desert Of Our Love,2007
459984,0.0,242.78159,0.0,0.0,1,-7.99,1,231.712,151.507,4,0.843526543333,0.738395223865,,"Dublin, Ireland",,U2,October,0.616797018841,With A Shout (Jerusalem),1981
460521,0.0,258.95138,0.149,0.0,5,-5.84,1,256.882,103.284,4,0.70747876636,0.699277460562,,,,Adam Sandler,What's Your Name?,0.386790177139,Moyda (Album Version),1997
462254,0.0,167.05261,0.106,0.0,7,-5.673,1,167.053,157.875,4,0.847451713218,0.779968004597,49.26044,"Hanna, Alberta, Canada",-123.11403,Nickelback,The State,0.709714672932,Deep,1999
462617,0.0,267.25832,0.119,0.0,7,-8.69,1,258.85,107.553,4,0.871010615313,0.804830427831,,"St. Joseph, MO",,Eminem,The Marshall Mathers LP,,**** You,2000
462861,0.0,238.10567,0.0,0.0,7,-6.963,1,218.012,111.951,4,0.893385436907,0.872685963521,,,,Coldplay,Prospekt's March EP,,Lovers In Japan (Osaka Sun Mix),2008
463748,0.0,231.81016,0.0,0.0,11,-5.855,1,224.676,155.981,4,0.842673051097,0.872838920624,,"Atlanta, GA",,T.I.,T.I. VS T.I.P.,0.279926654463,Raw (Explicit Album Version),0
463958,0.0,138.44853,0.183,0.0,9,-11.139,0,132.51,97.467,3,0.759912526334,0.673207274956,,Washington,,Ray Charles,Yes Indeed,,Blackjack,0
464167,0.0,285.04771,0.0,0.0,10,-5.074,1,281.931,81.027,4,0.859513992879,0.812307796139,,"Berkeley, CA",,Green Day,The Original Broadway Cast Recording 'American Idiot' Featuring Green Day,,21 Guns [feat. Green Day & The Cast Of American Idiot] (Album Version),0
465185,0.0,269.58322,0.0,0.0,7,-1.518,1,254.862,114.041,4,0.871010615313,0.869460640547,,"St. Joseph, MO",,Eminem,Relapse: Refill,0.781086076853,We Made You,2009
465355,0.0,184.34567,0.316,0.0,5,-20.73,1,179.844,79.641,3,0.759911216828,0.673207274956,,"Albany, GA",,Ray Charles,Pure Genius,,Long Ago And Far Away,0
465588,0.0,105.87383,0.089,0.0,8,-22.975,1,95.266,131.169,4,0.644733015933,0.646207352339,41.26069,"Omaha, NE",-95.93995,Mannheim Steamroller,Saving The Wildlife,,Amanda Panda - China,1986
465618,0.0,161.802,0.27,0.0,10,-7.378,0,155.504,114.968,4,0.826163133508,0.545958551676,33.24397,"Barnwell, SC",-81.36573,James Brown,The Singles Volume 5: 1967-1969 (E),,Say It Loud - I'm Black And I'm Proud (Pt. 1),0
465934,0.0,527.09832,0.0,0.0,11,-4.741,0,527.098,148.341,4,0.859513992879,0.812307796139,,"Berkeley, CA",,Green Day,Bullet In A Bible,0.717189533455,King For A Day/Shout (Live),2005
466377,0.0,150.49098,0.404,0.0,7,-14.838,1,142.89,153.012,4,0.644733306197,0.646207352339,41.26069,"Omaha, NE",-95.93995,Mannheim Steamroller,Impressions,,Hayin',0
466787,0.0,283.55873,0.0,0.0,0,-2.053,1,273.543,168.264,4,0.871010615313,0.804830427831,,"St. Joseph, MO",,Eminem,Relapse,0.811391548615,Deja Vu,2009
466852,0.0,220.18567,0.327,0.0,2,-7.442,1,206.797,99.048,4,0.84297210826,0.755334784437,,,,Jason Mraz,Waiting For My Rocket To Come,0.854086182565,You And I Both (LP Version),2002
467023,0.0,331.17995,0.374,0.0,3,-9.287,1,314.944,140.619,4,0.8650215115,0.916053228284,,,,Coldplay,A Rush Of Blood To The Head,0.905118232796,Warning Sign,2002
467659,0.0,286.06649,0.0,0.0,5,-10.233,1,276.689,149.999,4,0.644238764665,0.430493598893,,,,DJ Bobo,DJ Bobo Instrumentals Part 7,0.0,Return To Silence Instrumental,0
467991,0.0,207.59465,0.0,0.0,4,-8.955,0,202.141,122.846,4,0.902840760111,1.02125558749,,"Paris, France",,Daft Punk,Discovery,0.89756107299,Aerodynamic,2001
468815,0.0,154.20036,0.176,0.0,3,-14.581,1,147.94,141.579,1,0.691133728644,0.53105019318,,"New Orleans, LA",,Harry Connick_ Jr.,FOREVER FOR NOW,,Recipe For Love,1990
469066,0.0,201.79546,0.16,0.0,3,-6.738,0,185.493,130.753,4,0.86652031981,0.808502136703,,,,Michael Jackson,Hello World - The Motown Solo Collection,0.610641806689,Shoo-Be-Doo-Be-Doo-Da-Day,1972
469080,0.0,248.89424,0.0,0.0,9,-9.309,1,242.027,126.398,4,0.70747876636,0.699277460562,,,,Adam Sandler,What's Your Name?,0.345802233965,Voodoo (Album Version),1997
470072,0.0,138.34404,0.609,0.0,2,-13.863,1,132.719,147.63,4,0.817256939293,0.735208877747,,"Kingsland, AR",,Johnny Cash,Walk the Line,,Straigt A's In Love,0
470112,0.0,574.30159,0.0,0.0,1,-4.976,0,574.302,131.864,4,0.852136186667,0.726174386911,,"Los Angeles, CA",,Metallica,S & M,,The Call Of The Ktulu,0
470307,0.0,174.62812,0.0,0.0,0,-7.189,1,174.628,110.012,4,0.644238764665,0.438534146574,,,,DJ Bobo,Live in Concert,,I'm Living A Dream,2003
470560,0.0,374.15138,0.456,0.0,2,-5.194,0,334.896,97.999,4,0.814829656133,0.735765692951,51.50632,"London, England",-0.12714,The Rolling Stones,Rain Fall Down,,Rain Fall Down (Ashley Beedle's 'Heavy Disco' Vocal Re-Edit) (Explicit),2005
470687,0.0,978.70322,2.537,0.0,8,-14.769,1,971.267,112.774,3,0.70747876636,0.699277460562,,,,Adam Sandler,Stan And Judy's Kid,0.386790177139,Whitey (Album Version),1999
470953,0.0,298.81424,6.548,0.0,2,-6.677,0,265.323,85.061,4,0.929030287441,0.791500972758,54.31407,UK,-2.23001,Muse,Sing For Absolution,0.254818937025,Sing For Absolution [Full Length US Remix],0
472320,0.0,301.76608,3.059,0.0,11,-9.209,0,301.766,95.428,4,0.86652031981,0.766545450757,,,,Michael Jackson,You Rock My World,,You Rock My World,2001
472745,0.0,318.06649,0.322,0.0,1,-5.828,0,312.366,147.017,4,0.8650215115,0.916053228284,,,,Coldplay,Parachutes,,Spies,2000
472943,0.0,148.32281,0.108,0.0,9,-18.075,1,144.759,119.103,1,0.817256939293,0.779558979607,,"Kingsland, AR",,Johnny Cash,Sings Ballads Of The True West,,The Shifting_ Whispering Sands Part II,0
473691,0.0,297.89995,0.0,0.0,9,-8.609,1,284.81,124.702,4,0.902840760111,1.02125558749,,"Paris, France",,Daft Punk,Ministry of Sound Presents Chilled II 1991-2009,0.84202172387,Digital Love,2001
473713,0.0,269.322,0.148,0.0,1,-6.71,1,262.612,116.647,5,0.842673051097,0.872838920624,,"Atlanta, GA",,T.I.,T.I. VS T.I.P.,,Respect This Hustle (Instrumental),0
474860,0.0,203.93751,0.138,0.0,11,-5.23,1,196.191,93.212,3,0.831197177107,0.776167742324,,,,Weezer,Weezer,0.902551892518,My Name Is Jonas,1994
475346,0.0,345.41669,2.496,0.0,2,-20.249,1,334.634,149.506,4,0.850789988555,0.838095532425,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,The Ghost Of Tom Joad,0.551921514942,The New Timer,1995
475375,0.0,231.47057,3.21,0.0,5,-9.171,1,223.678,134.537,1,0.843526543333,0.750311503248,,"Dublin, Ireland",,U2,The Unforgettable Fire,,The Three Sunrises,1985
475504,0.0,418.55955,0.258,0.0,11,-7.694,1,388.563,130.824,4,0.902840573925,1.02125558749,,"Paris, France",,Daft Punk,Daft Club,0.630599566433,Face To Face (Demon Remix),2003
475961,0.0,219.92444,0.201,0.0,0,-8.582,0,213.775,128.263,4,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,It's Time,0.789942043878,I've Got You Under My Skin (Album Version),2005
476240,0.0,172.93016,0.485,0.0,7,-7.569,1,169.221,173.344,3,0.827411365123,0.689625248209,,"Glen Dale, WV",,Brad Paisley,Who Needs Pictures,0.499790133591,Don't Breathe,1999
476455,0.0,162.0371,0.0,0.0,5,-9.907,1,159.295,150.495,4,0.823688062527,0.807587096405,,"Freehold, NJ",,Bruce Springsteen,The River,,Two Hearts,1980
476601,0.0,663.27465,0.189,0.0,3,-14.807,1,656.213,129.87,4,0.522860138254,0.365247218514,,,,Ustad Nusrat Fateh Ali Khan,Akhian Udeek Diyan Vol. 31,,Yeh Jo Halka Halka Saroor Hai (Live),0
476885,0.0,250.27873,0.0,0.0,8,-4.33,1,250.279,90.654,7,0.84297210826,0.793412622763,,,,Jason Mraz,Jason Mraz's Beautiful Mess: Live On Earth,0.596568980629,Coyotes (Live On Earth Version),0
477349,0.0,241.42322,2.316,0.0,9,-13.595,1,234.237,79.309,5,0.70747876636,0.699277460562,,,,Adam Sandler,Shhh...Don't Tell,0.480934212809,Gay Robot (Album Version),0
477641,0.0,209.97179,0.06,0.0,11,-6.192,1,200.115,106.802,4,0.827357260054,0.749062406112,,"Madrid, Spain",,Enrique Iglesias,UNO (95/08),0.677616885962,Solo En Tí ( Only You),0
477741,0.0,226.40281,2.032,0.0,10,-9.713,0,226.403,89.581,5,0.759909540126,0.673207274956,,"Albany, GA",,Ray Charles,Pure Genius: The Complete Atlantic Recordings 1952-1960,,The Spirit-Feel (Remastered Live At Newport Jazz),0
477788,0.0,507.27138,16.747,0.0,9,-14.277,1,481.402,131.923,5,0.86415131297,0.749451752877,,"Los Angeles, CA",,Metallica,Master Of Puppets,,Orion,1986
478027,0.0,320.20853,0.0,0.0,10,-11.077,1,305.046,76.227,4,0.8650215115,0.916053228284,,,,Coldplay,Live 2003,0.64421230915,Amsterdam (Live In Sydney),2003
478187,0.0,232.202,0.148,0.0,10,-5.141,0,223.266,127.986,4,0.847451713218,0.779968004597,49.26044,"Hanna, Alberta, Canada",-123.11403,Nickelback,Silver Side Up,0.799892740128,Too Bad,2001
478207,0.0,217.86077,0.49,0.0,10,-5.914,0,212.167,99.996,4,0.644238764665,0.438534146574,,,,DJ Bobo,Celebration,0.0,Everybody (with Emilia),2002
478260,0.0,286.32771,0.0,0.0,4,-7.476,0,272.3,122.184,4,0.850789988555,0.838095532425,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,Tracks,,This Hard Land,1995
478281,0.0,350.35383,0.107,0.0,11,-7.076,1,340.062,107.976,4,0.814829656133,0.776037656053,51.50632,"London, England",-0.12714,The Rolling Stones,Sucking In The Seventies,0.490763567673,If I Was A Dancer (Dance Pt. 2),1981
